y,lag1,lag2,lag3,lag4,lag5,volprev,date
0,-0.0037,0.0029,-0.0065,-0.0379,-0.0263,104957.9,2016-05-29 00:00:00
0,-0.018,-0.0037,0.0029,-0.0065,-0.0379,170071.69,2016-05-28 00:00:00
0,-0.0509,-0.018,-0.0037,0.0029,-0.0065,181570.11,2016-05-27 00:00:00
0,-0.0512,-0.0509,-0.018,-0.0037,0.0029,169925.93,2016-05-26 00:00:00
0,-0.0388,-0.0512,-0.0509,-0.018,-0.0037,53640.93,2016-05-25 00:00:00
0,-0.0049,-0.0388,-0.0512,-0.0509,-0.018,55846.74,2016-05-24 00:00:00
0,-0.0064,-0.0049,-0.0388,-0.0512,-0.0509,54630.97,2016-05-23 00:00:00
1,-0.0106,-0.0064,-0.0049,-0.0388,-0.0512,57506.36,2016-05-22 00:00:00
1,0.0015,-0.0106,-0.0064,-0.0049,-0.0388,38909.07,2016-05-21 00:00:00
0,0.0028,0.0015,-0.0106,-0.0064,-0.0049,33432.74,2016-05-20 00:00:00
1,-0.0043,0.0028,0.0015,-0.0106,-0.0064,70192.3,2016-05-19 00:00:00
1,0.02,-0.0043,0.0028,0.0015,-0.0106,89832.53,2016-05-18 00:00:00
0,0.0098,0.02,-0.0043,0.0028,0.0015,52176.98,2016-05-17 00:00:00
1,-0.0001,0.0098,0.02,-0.0043,0.0028,53677.1,2016-05-16 00:00:00
1,0.0039,-0.0001,0.0098,0.02,-0.0043,57694.24,2016-05-15 00:00:00
0,0.0028,0.0039,-0.0001,0.0098,0.02,29657.31,2016-05-14 00:00:00
0,-0.0041,0.0028,0.0039,-0.0001,0.0098,32132.07,2016-05-13 00:00:00
0,-0.0037,-0.0041,0.0028,0.0039,-0.0001,52002.24,2016-05-12 00:00:00
1,-0.0065,-0.0037,-0.0041,0.0028,0.0039,70447.34,2016-05-11 00:00:00
1,0.0033,-0.0065,-0.0037,-0.0041,0.0028,67340.42,2016-05-10 00:00:00
1,0.0054,0.0033,-0.0065,-0.0037,-0.0041,88932.3,2016-05-09 00:00:00
0,0.0076,0.0054,0.0033,-0.0065,-0.0037,70414.43,2016-05-08 00:00:00
0,-0.0025,0.0076,0.0054,0.0033,-0.0065,43245.65,2016-05-07 00:00:00
0,-0.0014,-0.0025,0.0076,0.0054,0.0033,44624.55,2016-05-06 00:00:00
0,-0.0136,-0.0014,-0.0025,0.0076,0.0054,96261.53,2016-05-05 00:00:00
0,-0.01,-0.0136,-0.0014,-0.0025,0.0076,62098.48,2016-05-04 00:00:00
0,-0.0001,-0.01,-0.0136,-0.0014,-0.0025,62838.62,2016-05-03 00:00:00
1,-0.0016,-0.0001,-0.01,-0.0136,-0.0014,74502.29,2016-05-02 00:00:00
1,0.0003,-0.0016,-0.0001,-0.01,-0.0136,103336.51,2016-05-01 00:00:00
1,0.0111,0.0003,-0.0016,-0.0001,-0.01,31855.73,2016-04-30 00:00:00
0,0.0029,0.0111,0.0003,-0.0016,-0.0001,52902.14,2016-04-29 00:00:00
0,-0.0044,0.0029,0.0111,0.0003,-0.0016,63917.62,2016-04-28 00:00:00
1,-0.0134,-0.0044,0.0029,0.0111,0.0003,105577.51,2016-04-27 00:00:00
1,0.0326,-0.0134,-0.0044,0.0029,0.0111,125720.22,2016-04-26 00:00:00
0,0.0108,0.0326,-0.0134,-0.0044,0.0029,100693.36,2016-04-25 00:00:00
0,-0.0124,0.0108,0.0326,-0.0134,-0.0044,109845.25,2016-04-24 00:00:00
0,-0.0114,-0.0124,0.0108,0.0326,-0.0134,85852.39,2016-04-23 00:00:00
0,-0.0142,-0.0114,-0.0124,0.0108,0.0326,53419.43,2016-04-22 00:00:00
0,-0.0043,-0.0142,-0.0114,-0.0124,0.0108,74431.31,2016-04-21 00:00:00
0,-0.0042,-0.0043,-0.0142,-0.0114,-0.0124,91346.73,2016-04-20 00:00:00
0,-0.0139,-0.0042,-0.0043,-0.0142,-0.0114,101602.92,2016-04-19 00:00:00
0,-0.0144,-0.0139,-0.0042,-0.0043,-0.0142,68939.95,2016-04-18 00:00:00
1,-0.0057,-0.0144,-0.0139,-0.0042,-0.0043,60554.91,2016-04-17 00:00:00
1,0.0036,-0.0057,-0.0144,-0.0139,-0.0042,44966.34,2016-04-16 00:00:00
0,0.0028,0.0036,-0.0057,-0.0144,-0.0139,47866.03,2016-04-15 00:00:00
0,-0.0085,0.0028,0.0036,-0.0057,-0.0144,75089.31,2016-04-14 00:00:00
0,-0.0078,-0.0085,0.0028,0.0036,-0.0057,49552.1,2016-04-13 00:00:00
1,-0.0015,-0.0078,-0.0085,0.0028,0.0036,62774.27,2016-04-12 00:00:00
0,0.0027,-0.0015,-0.0078,-0.0085,0.0028,84459.86,2016-04-11 00:00:00
0,-0.0061,0.0027,-0.0015,-0.0078,-0.0085,61938.04,2016-04-10 00:00:00
0,-0.0036,-0.0061,0.0027,-0.0015,-0.0078,38374.05,2016-04-09 00:00:00
1,-0.0063,-0.0036,-0.0061,0.0027,-0.0015,45501.77,2016-04-08 00:00:00
0,0.0116,-0.0063,-0.0036,-0.0061,0.0027,69852.49,2016-04-07 00:00:00
1,-0.0019,0.0116,-0.0063,-0.0036,-0.0061,66178.96,2016-04-06 00:00:00
0,0.0037,-0.0019,0.0116,-0.0063,-0.0036,62727.78,2016-04-05 00:00:00
0,-0.002,0.0037,-0.0019,0.0116,-0.0063,67465.38,2016-04-04 00:00:00
1,-0.0057,-0.002,0.0037,-0.0019,0.0116,61326.34,2016-04-03 00:00:00
0,0.0012,-0.0057,-0.002,0.0037,-0.0019,39851.5,2016-04-02 00:00:00
0,-0.0002,0.0012,-0.0057,-0.002,0.0037,46881.94,2016-04-01 00:00:00
1,-0.0082,-0.0002,0.0012,-0.0057,-0.002,58388.22,2016-03-31 00:00:00
0,0.0003,-0.0082,-0.0002,0.0012,-0.0057,73530.13,2016-03-30 00:00:00
1,-0.0056,0.0003,-0.0082,-0.0002,0.0012,73680.72,2016-03-29 00:00:00
1,0.0126,-0.0056,0.0003,-0.0082,-0.0002,97192.71,2016-03-28 00:00:00
0,0.0086,0.0126,-0.0056,0.0003,-0.0082,66649.9,2016-03-27 00:00:00
0,-0.0066,0.0086,0.0126,-0.0056,0.0003,77807.74,2016-03-26 00:00:00
0,-0.0048,-0.0066,0.0086,0.0126,-0.0056,43434.41,2016-03-25 00:00:00
0,-0.0005,-0.0048,-0.0066,0.0086,0.0126,53223.09,2016-03-24 00:00:00
1,-0.0007,-0.0005,-0.0048,-0.0066,0.0086,63641.15,2016-03-23 00:00:00
0,0.0007,-0.0007,-0.0005,-0.0048,-0.0066,59302.03,2016-03-22 00:00:00
0,-0.0027,0.0007,-0.0007,-0.0005,-0.0048,71963.75,2016-03-21 00:00:00
1,-0.0157,-0.0027,0.0007,-0.0007,-0.0005,64862.71,2016-03-20 00:00:00
0,0.0033,-0.0157,-0.0027,0.0007,-0.0007,46394.67,2016-03-19 00:00:00
1,-0.0065,0.0033,-0.0157,-0.0027,0.0007,52671.78,2016-03-18 00:00:00
1,0.0135,-0.0065,0.0033,-0.0157,-0.0027,96304.64,2016-03-17 00:00:00
0,0.0139,0.0135,-0.0065,0.0033,-0.0157,66903.69,2016-03-16 00:00:00
1,-0.0091,0.0139,0.0135,-0.0065,0.0033,70447.01,2016-03-15 00:00:00
0,0,-0.0091,0.0139,0.0135,-0.0065,72144.29,2016-03-14 00:00:00
0,-0.0064,0,-0.0091,0.0139,0.0135,72948.98,2016-03-13 00:00:00
1,-0.0018,-0.0064,0,-0.0091,0.0139,50413.4,2016-03-12 00:00:00
1,0.0026,-0.0018,-0.0064,0,-0.0091,80538.13,2016-03-11 00:00:00
0,0.0134,0.0026,-0.0018,-0.0064,0,87096.76,2016-03-10 00:00:00
0,-0.0106,0.0134,0.0026,-0.0018,-0.0064,93110.58,2016-03-09 00:00:00
0,-0.0059,-0.0106,0.0134,0.0026,-0.0018,70404.78,2016-03-08 00:00:00
0,-0.0001,-0.0059,-0.0106,0.0134,0.0026,79211.98,2016-03-07 00:00:00
0,-0.0092,-0.0001,-0.0059,-0.0106,0.0134,95203.79,2016-03-06 00:00:00
0,-0.0149,-0.0092,-0.0001,-0.0059,-0.0106,84797.83,2016-03-05 00:00:00
1,-0.0002,-0.0149,-0.0092,-0.0001,-0.0059,161047.05,2016-03-04 00:00:00
1,0.0422,-0.0002,-0.0149,-0.0092,-0.0001,105203.64,2016-03-03 00:00:00
1,0.0027,0.0422,-0.0002,-0.0149,-0.0092,112057.01,2016-03-02 00:00:00
1,0.0252,0.0027,0.0422,-0.0002,-0.0149,85278.38,2016-03-01 00:00:00
1,0.0051,0.0252,0.0027,0.0422,-0.0002,98276.05,2016-02-29 00:00:00
0,0.0028,0.0051,0.0252,0.0027,0.0422,98934.12,2016-02-28 00:00:00
1,-0.0145,0.0028,0.0051,0.0252,0.0027,69579.67,2016-02-27 00:00:00
0,0.0067,-0.0145,0.0028,0.0051,0.0252,58483.8,2016-02-26 00:00:00
0,-0.0201,0.0067,-0.0145,0.0028,0.0051,78801.85,2016-02-25 00:00:00
0,-0.0019,-0.0201,0.0067,-0.0145,0.0028,72742.65,2016-02-24 00:00:00
1,-0.0026,-0.0019,-0.0201,0.0067,-0.0145,90733.87,2016-02-23 00:00:00
1,0.0149,-0.0026,-0.0019,-0.0201,0.0067,123078.07,2016-02-22 00:00:00
1,0.0177,0.0149,-0.0026,-0.0019,-0.0201,85325.94,2016-02-21 00:00:00
0,0.0043,0.0177,0.0149,-0.0026,-0.0019,131847.07,2016-02-20 00:00:00
0,-0.0184,0.0043,0.0177,0.0149,-0.0026,139943.81,2016-02-19 00:00:00
0,-0.024,-0.0184,0.0043,0.0177,0.0149,70932.11,2016-02-18 00:00:00
0,-0.0003,-0.024,-0.0184,0.0043,0.0177,98653.01,2016-02-17 00:00:00
0,-0.0131,-0.0003,-0.024,-0.0184,0.0043,123211.37,2016-02-16 00:00:00
0,-0.0255,-0.0131,-0.0003,-0.024,-0.0184,93824.96,2016-02-15 00:00:00
0,-0.0005,-0.0255,-0.0131,-0.0003,-0.024,111384.52,2016-02-14 00:00:00
0,-0.0098,-0.0005,-0.0255,-0.0131,-0.0003,95518.68,2016-02-13 00:00:00
0,-0.0249,-0.0098,-0.0005,-0.0255,-0.0131,62888.45,2016-02-12 00:00:00
0,-0.0189,-0.0249,-0.0098,-0.0005,-0.0255,85110.69,2016-02-11 00:00:00
1,-0.0087,-0.0189,-0.0249,-0.0098,-0.0005,94197.33,2016-02-10 00:00:00
0,0.0034,-0.0087,-0.0189,-0.0249,-0.0098,123079.7,2016-02-09 00:00:00
1,-0.0164,0.0034,-0.0087,-0.0189,-0.0249,75162.77,2016-02-08 00:00:00
1,0.0093,-0.0164,0.0034,-0.0087,-0.0189,85279.52,2016-02-07 00:00:00
0,0.0011,0.0093,-0.0164,0.0034,-0.0087,56741.37,2016-02-06 00:00:00
1,-0.0008,0.0011,0.0093,-0.0164,0.0034,99725.52,2016-02-05 00:00:00
0,0.028,-0.0008,0.0011,0.0093,-0.0164,82866.52,2016-02-04 00:00:00
0,-0.0219,0.028,-0.0008,0.0011,0.0093,134333.14,2016-02-03 00:00:00
1,-0.013,-0.0219,0.028,-0.0008,0.0011,85531,2016-02-02 00:00:00
0,0.0036,-0.013,-0.0219,0.028,-0.0008,78983.12,2016-02-01 00:00:00
1,-0.005,0.0036,-0.013,-0.0219,0.028,105057.84,2016-01-31 00:00:00
1,0.0149,-0.005,0.0036,-0.013,-0.0219,66262.15,2016-01-30 00:00:00
0,0.0003,0.0149,-0.005,0.0036,-0.013,54319.27,2016-01-29 00:00:00
1,-0.0086,0.0003,0.0149,-0.005,0.0036,178114.29,2016-01-28 00:00:00
1,0.0242,-0.0086,0.0003,0.0149,-0.005,107055.49,2016-01-27 00:00:00
0,0.028,0.0242,-0.0086,0.0003,0.0149,68676.52,2016-01-26 00:00:00
1,-0.0034,0.028,0.0242,-0.0086,0.0003,78679.31,2016-01-25 00:00:00
1,0.0049,-0.0034,0.028,0.0242,-0.0086,98626.68,2016-01-24 00:00:00
0,0.0006,0.0049,-0.0034,0.028,0.0242,91135.38,2016-01-23 00:00:00
1,-0.0198,0.0006,0.0049,-0.0034,0.028,88174.95,2016-01-22 00:00:00
1,0.0128,-0.0198,0.0006,0.0049,-0.0034,180761.21,2016-01-21 00:00:00
0,0.0501,0.0128,-0.0198,0.0006,0.0049,113537.15,2016-01-20 00:00:00
0,-0.0503,0.0501,0.0128,-0.0198,0.0006,234891.28,2016-01-19 00:00:00
0,-0.022,-0.0503,0.0501,0.0128,-0.0198,80339.74,2016-01-18 00:00:00
1,-0.0018,-0.022,-0.0503,0.0501,0.0128,82680.55,2016-01-17 00:00:00
0,0.0024,-0.0018,-0.022,-0.0503,0.0501,88103.95,2016-01-16 00:00:00
1,-0.0347,0.0024,-0.0018,-0.022,-0.0503,234469.76,2016-01-15 00:00:00
1,0.0824,-0.0347,0.0024,-0.0018,-0.022,340111.7,2016-01-14 00:00:00
0,0.0725,0.0824,-0.0347,0.0024,-0.0018,55488.87,2016-01-13 00:00:00
1,-0.0028,0.0725,0.0824,-0.0347,0.0024,119041.62,2016-01-12 00:00:00
1,0.0404,-0.0028,0.0725,0.0824,-0.0347,68205.35,2016-01-11 00:00:00
0,0.0003,0.0404,-0.0028,0.0725,0.0824,70092.11,2016-01-10 00:00:00
1,-0.0045,0.0003,0.0404,-0.0028,0.0725,61292.19,2016-01-09 00:00:00
1,0.0113,-0.0045,0.0003,0.0404,-0.0028,53484.83,2016-01-08 00:00:00
0,0.0094,0.0113,-0.0045,0.0003,0.0404,105583.63,2016-01-07 00:00:00
0,-0.014,0.0094,0.0113,-0.0045,0.0003,170959.51,2016-01-06 00:00:00
1,-0.0387,-0.014,0.0094,0.0113,-0.0045,63352.65,2016-01-05 00:00:00
0,0.0026,-0.0387,-0.014,0.0094,0.0113,64571.78,2016-01-04 00:00:00
0,-0.0029,0.0026,-0.0387,-0.014,0.0094,69064.74,2016-01-03 00:00:00
1,-0.0019,-0.0029,0.0026,-0.0387,-0.014,72525.66,2016-01-02 00:00:00
0,0.008,-0.0019,-0.0029,0.0026,-0.0387,48382.83,2016-01-01 00:00:00
0,-0.0019,0.008,-0.0019,-0.0029,0.0026,63166.32,2015-12-31 00:00:00
1,-0.0153,-0.0019,0.008,-0.0019,-0.0029,86762.67,2015-12-30 00:00:00
0,0.0082,-0.0153,-0.0019,0.008,-0.0019,89554.59,2015-12-29 00:00:00
0,-0.0088,0.0082,-0.0153,-0.0019,0.008,97212.03,2015-12-28 00:00:00
0,-0.0026,-0.0088,0.0082,-0.0153,-0.0019,98522.71,2015-12-27 00:00:00
1,-0.0146,-0.0026,-0.0088,0.0082,-0.0153,97632.16,2015-12-26 00:00:00
1,0.0263,-0.0146,-0.0026,-0.0088,0.0082,254700.73,2015-12-25 00:00:00
0,0.0589,0.0263,-0.0146,-0.0026,-0.0088,61665.88,2015-12-24 00:00:00
0,-0.0016,0.0589,0.0263,-0.0146,-0.0026,99057.77,2015-12-23 00:00:00
0,-0.0289,-0.0016,0.0589,0.0263,-0.0146,85223.98,2015-12-22 00:00:00
0,-0.0036,-0.0289,-0.0016,0.0589,0.0263,93933.97,2015-12-21 00:00:00
1,-0.0051,-0.0036,-0.0289,-0.0016,0.0589,154925.94,2015-12-20 00:00:00
1,0.0376,-0.0051,-0.0036,-0.0289,-0.0016,146872.98,2015-12-19 00:00:00
0,0.0205,0.0376,-0.0051,-0.0036,-0.0289,84321.89,2015-12-18 00:00:00
0,-0.0059,0.0205,0.0376,-0.0051,-0.0036,106938.98,2015-12-17 00:00:00
1,-0.0114,-0.0059,0.0205,0.0376,-0.0051,85265.62,2015-12-16 00:00:00
0,0.0029,-0.0114,-0.0059,0.0205,0.0376,211543.91,2015-12-15 00:00:00
0,-0.0003,0.0029,-0.0114,-0.0059,0.0205,153959.27,2015-12-14 00:00:00
0,-0.0335,-0.0003,0.0029,-0.0114,-0.0059,274925.31,2015-12-13 00:00:00
0,-0.0117,-0.0335,-0.0003,0.0029,-0.0114,104157.34,2015-12-12 00:00:00
1,-0.0092,-0.0117,-0.0335,-0.0003,0.0029,276574.66,2015-12-11 00:00:00
0,0.0015,-0.0092,-0.0117,-0.0335,-0.0003,218463.26,2015-12-10 00:00:00
1,-0.0385,0.0015,-0.0092,-0.0117,-0.0335,99923.19,2015-12-09 00:00:00
0,0.0045,-0.0385,0.0015,-0.0092,-0.0117,169813.92,2015-12-08 00:00:00
0,-0.0508,0.0045,-0.0385,0.0015,-0.0092,109048.28,2015-12-07 00:00:00
1,-0.0073,-0.0508,0.0045,-0.0385,0.0015,128718.25,2015-12-06 00:00:00
0,0.0003,-0.0073,-0.0508,0.0045,-0.0385,168016.41,2015-12-05 00:00:00
0,-0.0468,0.0003,-0.0073,-0.0508,0.0045,145524.13,2015-12-04 00:00:00
1,-0.0374,-0.0468,0.0003,-0.0073,-0.0508,74814.06,2015-12-03 00:00:00
0,0.0072,-0.0374,-0.0468,0.0003,-0.0073,115391.87,2015-12-02 00:00:00
1,-0.0208,0.0072,-0.0374,-0.0468,0.0003,126911.54,2015-12-01 00:00:00
1,0.0325,-0.0208,0.0072,-0.0374,-0.0468,146519.98,2015-11-30 00:00:00
0,0.0225,0.0325,-0.0208,0.0072,-0.0374,166039.94,2015-11-29 00:00:00
0,-0.0386,0.0225,0.0325,-0.0208,0.0072,86905.3,2015-11-28 00:00:00
0,-0.0161,-0.0386,0.0225,0.0325,-0.0208,76930.65,2015-11-27 00:00:00
0,-0.0015,-0.0161,-0.0386,0.0225,0.0325,134863.05,2015-11-26 00:00:00
0,-0.0354,-0.0015,-0.0161,-0.0386,0.0225,269222.57,2015-11-25 00:00:00
0,-0.0549,-0.0354,-0.0015,-0.0161,-0.0386,105455.7,2015-11-24 00:00:00
1,-0.0027,-0.0549,-0.0354,-0.0015,-0.0161,69882.2,2015-11-23 00:00:00
1,0.0024,-0.0027,-0.0549,-0.0354,-0.0015,59189.43,2015-11-22 00:00:00
1,0.0042,0.0024,-0.0027,-0.0549,-0.0354,46345.42,2015-11-21 00:00:00
0,0.0014,0.0042,0.0024,-0.0027,-0.0549,61942.62,2015-11-20 00:00:00
1,-0.0162,0.0014,0.0042,0.0024,-0.0027,137508.78,2015-11-19 00:00:00
1,0.0362,-0.0162,0.0014,0.0042,0.0024,114247.92,2015-11-18 00:00:00
1,0.0083,0.0362,-0.0162,0.0014,0.0042,104278.62,2015-11-17 00:00:00
0,0.0003,0.0083,0.0362,-0.0162,0.0014,127997.13,2015-11-16 00:00:00
1,-0.0385,0.0003,0.0083,0.0362,-0.0162,121279.07,2015-11-15 00:00:00
1,0.0204,-0.0385,0.0003,0.0083,0.0362,114788.79,2015-11-14 00:00:00
0,0.0179,0.0204,-0.0385,0.0003,0.0083,97882.16,2015-11-13 00:00:00
0,-0.0013,0.0179,0.0204,-0.0385,0.0003,136664.17,2015-11-12 00:00:00
0,-0.0189,-0.0013,0.0179,0.0204,-0.0385,216360.81,2015-11-11 00:00:00
1,-0.0352,-0.0189,-0.0013,0.0179,0.0204,330104.69,2015-11-10 00:00:00
1,0.1581,-0.0352,-0.0189,-0.0013,0.0179,262864.03,2015-11-09 00:00:00
1,0.0258,0.1581,-0.0352,-0.0189,-0.0013,159364.45,2015-11-08 00:00:00
1,0.02,0.0258,0.1581,-0.0352,-0.0189,108008.86,2015-11-07 00:00:00
0,0.0022,0.02,0.0258,0.1581,-0.0352,119114.13,2015-11-06 00:00:00
1,-0.0308,0.0022,0.02,0.0258,0.1581,326083.16,2015-11-05 00:00:00
1,0.0752,-0.0308,0.0022,0.02,0.0258,407457.62,2015-11-04 00:00:00
0,0.1158,0.0752,-0.0308,0.0022,0.02,609344.82,2015-11-03 00:00:00
0,-0.1433,0.1158,0.0752,-0.0308,0.0022,496974.13,2015-11-02 00:00:00
0,-0.1225,-0.1433,0.1158,0.0752,-0.0308,261350.42,2015-11-01 00:00:00
1,-0.0515,-0.1225,-0.1433,0.1158,0.0752,98126.11,2015-10-31 00:00:00
1,0.0157,-0.0515,-0.1225,-0.1433,0.1158,135458.67,2015-10-30 00:00:00
0,0.0052,0.0157,-0.0515,-0.1225,-0.1433,207228.83,2015-10-29 00:00:00
0,-0.0455,0.0052,0.0157,-0.0515,-0.1225,159301.23,2015-10-28 00:00:00
0,-0.0288,-0.0455,0.0052,0.0157,-0.0515,145691.99,2015-10-27 00:00:00
0,-0.0274,-0.0288,-0.0455,0.0052,0.0157,135858.49,2015-10-26 00:00:00
1,-0.0273,-0.0274,-0.0288,-0.0455,0.0052,94302.8,2015-10-25 00:00:00
0,0.0167,-0.0273,-0.0274,-0.0288,-0.0455,137538.72,2015-10-24 00:00:00
0,-0.0291,0.0167,-0.0273,-0.0274,-0.0288,69748.18,2015-10-23 00:00:00
0,-0.0145,-0.0291,0.0167,-0.0273,-0.0274,87213.97,2015-10-22 00:00:00
0,-0.0159,-0.0145,-0.0291,0.0167,-0.0273,117337.36,2015-10-21 00:00:00
0,-0.0126,-0.0159,-0.0145,-0.0291,0.0167,77349.48,2015-10-20 00:00:00
0,-0.0027,-0.0126,-0.0159,-0.0145,-0.0291,95055.4,2015-10-19 00:00:00
1,-0.0155,-0.0027,-0.0126,-0.0159,-0.0145,80171.25,2015-10-18 00:00:00
1,0.0113,-0.0155,-0.0027,-0.0126,-0.0159,65504.24,2015-10-17 00:00:00
0,0.0078,0.0113,-0.0155,-0.0027,-0.0126,138399.88,2015-10-16 00:00:00
0,-0.032,0.0078,0.0113,-0.0155,-0.0027,122473.01,2015-10-15 00:00:00
0,-0.0198,-0.032,0.0078,0.0113,-0.0155,78920.95,2015-10-14 00:00:00
0,-0.0105,-0.0198,-0.032,0.0078,0.0113,86463.31,2015-10-13 00:00:00
0,-0.0165,-0.0105,-0.0198,-0.032,0.0078,96781.52,2015-10-12 00:00:00
1,-0.0034,-0.0165,-0.0105,-0.0198,-0.032,52691,2015-10-11 00:00:00
0,0.0018,-0.0034,-0.0165,-0.0105,-0.0198,49531.34,2015-10-10 00:00:00
0,-0.0078,0.0018,-0.0034,-0.0165,-0.0105,47879.08,2015-10-09 00:00:00
0,-0.0034,-0.0078,0.0018,-0.0034,-0.0165,51540.56,2015-10-08 00:00:00
1,-0.0008,-0.0034,-0.0078,0.0018,-0.0034,59087.76,2015-10-07 00:00:00
0,0.004,-0.0008,-0.0034,-0.0078,0.0018,79774.83,2015-10-06 00:00:00
0,-0.0073,0.004,-0.0008,-0.0034,-0.0078,100483.27,2015-10-05 00:00:00
1,-0.0193,-0.0073,0.004,-0.0008,-0.0034,85683.43,2015-10-04 00:00:00
0,0.0027,-0.0193,-0.0073,0.004,-0.0008,41111.37,2015-10-03 00:00:00
0,-0.0037,0.0027,-0.0193,-0.0073,0.004,54245.85,2015-10-02 00:00:00
0,-0.0034,-0.0037,0.0027,-0.0193,-0.0073,67195.72,2015-10-01 00:00:00
0,-0.0019,-0.0034,-0.0037,0.0027,-0.0193,71884.07,2015-09-30 00:00:00
1,-0.0006,-0.0019,-0.0034,-0.0037,0.0027,68234.76,2015-09-29 00:00:00
0,0.0046,-0.0006,-0.0019,-0.0034,-0.0037,83389.6,2015-09-28 00:00:00
0,-0.0058,0.0046,-0.0006,-0.0019,-0.0034,86937.42,2015-09-27 00:00:00
1,-0.0133,-0.0058,0.0046,-0.0006,-0.0019,44978.04,2015-09-26 00:00:00
1,0.0045,-0.0133,-0.0058,0.0046,-0.0006,46830.17,2015-09-25 00:00:00
0,0.0016,0.0045,-0.0133,-0.0058,0.0046,77497.47,2015-09-24 00:00:00
0,-0.0114,0.0016,0.0045,-0.0133,-0.0058,90761.8,2015-09-23 00:00:00
0,-0.0073,-0.0114,0.0016,0.0045,-0.0133,61312.76,2015-09-22 00:00:00
0,-0.0076,-0.0073,-0.0114,0.0016,0.0045,99126.1,2015-09-21 00:00:00
1,-0.0046,-0.0076,-0.0073,-0.0114,0.0016,73433.76,2015-09-20 00:00:00
1,0.016,-0.0046,-0.0076,-0.0073,-0.0114,50554.36,2015-09-19 00:00:00
1,0.0032,0.016,-0.0046,-0.0076,-0.0073,45795.06,2015-09-18 00:00:00
0,0.0038,0.0032,0.016,-0.0046,-0.0076,71163.46,2015-09-17 00:00:00
0,-0.0059,0.0038,0.0032,0.016,-0.0046,79946.96,2015-09-16 00:00:00
1,-0.0107,-0.0059,0.0038,0.0032,0.016,75793.92,2015-09-15 00:00:00
0,0.0059,-0.0107,-0.0059,0.0038,0.0032,65228.58,2015-09-14 00:00:00
1,-0.0078,0.0059,-0.0107,-0.0059,0.0038,77620.84,2015-09-13 00:00:00
1,0.0191,-0.0078,0.0059,-0.0107,-0.0059,62607.3,2015-09-12 00:00:00
1,0.0261,0.0191,-0.0078,0.0059,-0.0107,60995.85,2015-09-11 00:00:00
0,0.0041,0.0261,0.0191,-0.0078,0.0059,57889.62,2015-09-10 00:00:00
1,-0.0059,0.0041,0.0261,0.0191,-0.0078,75224.53,2015-09-09 00:00:00
1,0.0095,-0.0059,0.0041,0.0261,0.0191,81645.8,2015-09-08 00:00:00
0,0.0055,0.0095,-0.0059,0.0041,0.0261,92097.87,2015-09-07 00:00:00
0,-0.0113,0.0055,0.0095,-0.0059,0.0041,67203.12,2015-09-06 00:00:00
0,-0.0039,-0.0113,0.0055,0.0095,-0.0059,82636.3,2015-09-05 00:00:00
0,-0.0286,-0.0039,-0.0113,0.0055,0.0095,72668.93,2015-09-04 00:00:00
0,-0.0093,-0.0286,-0.0039,-0.0113,0.0055,74941.13,2015-09-03 00:00:00
0,-0.0026,-0.0093,-0.0286,-0.0039,-0.0113,82628.12,2015-09-02 00:00:00
1,-0.0077,-0.0026,-0.0093,-0.0286,-0.0039,67169.97,2015-09-01 00:00:00
0,0.0063,-0.0077,-0.0026,-0.0093,-0.0286,70840.34,2015-08-31 00:00:00
1,-0.002,0.0063,-0.0077,-0.0026,-0.0093,66989.88,2015-08-30 00:00:00
1,0.0017,-0.002,0.0063,-0.0077,-0.0026,58966.76,2015-08-29 00:00:00
0,0.0068,0.0017,-0.002,0.0063,-0.0077,52320.75,2015-08-28 00:00:00
0,-0.0154,0.0068,0.0017,-0.002,0.0063,105170.92,2015-08-27 00:00:00
0,-0.0054,-0.0154,0.0068,0.0017,-0.002,70476.4,2015-08-26 00:00:00
0,-0.0049,-0.0054,-0.0154,0.0068,0.0017,113119.09,2015-08-25 00:00:00
1,-0.0498,-0.0049,-0.0054,-0.0154,0.0068,234473.02,2015-08-24 00:00:00
1,0.0358,-0.0498,-0.0049,-0.0054,-0.0154,212235.35,2015-08-23 00:00:00
1,0.0365,0.0358,-0.0498,-0.0049,-0.0054,61895.02,2015-08-22 00:00:00
1,0.0059,0.0365,0.0358,-0.0498,-0.0049,82624.49,2015-08-21 00:00:00
0,0.0157,0.0059,0.0365,0.0358,-0.0498,68842.47,2015-08-20 00:00:00
1,-0.0096,0.0157,0.0059,0.0365,0.0358,108540.13,2015-08-19 00:00:00
1,0.0046,-0.0096,0.0157,0.0059,0.0365,277282.17,2015-08-18 00:00:00
1,0.0964,0.0046,-0.0096,0.0157,0.0059,96580.96,2015-08-17 00:00:00
1,0.0091,0.0964,0.0046,-0.0096,0.0157,59518.01,2015-08-16 00:00:00
1,0.0058,0.0091,0.0964,0.0046,-0.0096,82434.98,2015-08-15 00:00:00
0,0.0256,0.0058,0.0091,0.0964,0.0046,38575.29,2015-08-14 00:00:00
1,-0.0046,0.0256,0.0058,0.0091,0.0964,58532.15,2015-08-13 00:00:00
1,0.0015,-0.0046,0.0256,0.0058,0.0091,69323.98,2015-08-12 00:00:00
0,0.0113,0.0015,-0.0046,0.0256,0.0058,71180.31,2015-08-11 00:00:00
