y,lag1,lag2,lag3,lag4,lag5,volprev,date
1,0.0219,-0.0006,-0.013,0.0131,0.0035,22330.26,2014-06-18 00:00:00
0,0.0057,0.0219,-0.0006,-0.013,0.0131,31718.41,2014-06-17 00:00:00
0,-0.0173,0.0057,0.0219,-0.0006,-0.013,33171.37,2014-06-16 00:00:00
0,-0.0033,-0.0173,0.0057,0.0219,-0.0006,50953.92,2014-06-15 00:00:00
1,-0.0495,-0.0033,-0.0173,0.0057,0.0219,40846.9,2014-06-14 00:00:00
1,0.021,-0.0495,-0.0033,-0.0173,0.0057,68480.1,2014-06-13 00:00:00
1,0.0337,0.021,-0.0495,-0.0033,-0.0173,61339.43,2014-06-12 00:00:00
1,0.043,0.0337,0.021,-0.0495,-0.0033,89901.52,2014-06-11 00:00:00
1,0.0335,0.043,0.0337,0.021,-0.0495,42133.15,2014-06-10 00:00:00
0,0.0111,0.0335,0.043,0.0337,0.021,29269.13,2014-06-09 00:00:00
1,-0.0048,0.0111,0.0335,0.043,0.0337,31456.67,2014-06-08 00:00:00
0,0.009,-0.0048,0.0111,0.0335,0.043,13876.68,2014-06-07 00:00:00
1,-0.005,0.009,-0.0048,0.0111,0.0335,25663.03,2014-06-06 00:00:00
0,0.0057,-0.005,0.009,-0.0048,0.0111,31447.14,2014-06-05 00:00:00
0,-0.0079,0.0057,-0.005,0.009,-0.0048,48012.73,2014-06-04 00:00:00
1,-0.0148,-0.0079,0.0057,-0.005,0.009,61637.35,2014-06-03 00:00:00
0,0.0308,-0.0148,-0.0079,0.0057,-0.005,64353.72,2014-06-02 00:00:00
1,-0.0396,0.0308,-0.0148,-0.0079,0.0057,70204.57,2014-06-01 00:00:00
0,0.013,-0.0396,0.0308,-0.0148,-0.0079,73618.1,2014-05-31 00:00:00
0,-0.0417,0.013,-0.0396,0.0308,-0.0148,25201.5,2014-05-30 00:00:00
0,-0.0319,-0.0417,0.013,-0.0396,0.0308,53105.04,2014-05-29 00:00:00
1,-0.0511,-0.0319,-0.0417,0.013,-0.0396,30831.83,2014-05-28 00:00:00
1,0.0098,-0.0511,-0.0319,-0.0417,0.013,35021.99,2014-05-27 00:00:00
1,0.0031,0.0098,-0.0511,-0.0319,-0.0417,68697.31,2014-05-26 00:00:00
0,0.0109,0.0031,0.0098,-0.0511,-0.0319,53315.75,2014-05-25 00:00:00
0,-0.0362,0.0109,0.0031,0.0098,-0.0511,83454.65,2014-05-24 00:00:00
1,-0.0685,-0.0362,0.0109,0.0031,0.0098,22620.49,2014-05-23 00:00:00
0,0.0142,-0.0685,-0.0362,0.0109,0.0031,69715.16,2014-05-22 00:00:00
0,-0.0381,0.0142,-0.0685,-0.0362,0.0109,65207.73,2014-05-21 00:00:00
0,-0.0331,-0.0381,0.0142,-0.0685,-0.0362,31222.94,2014-05-20 00:00:00
0,-0.055,-0.0331,-0.0381,0.0142,-0.0685,84786.66,2014-05-19 00:00:00
1,-0.0395,-0.055,-0.0331,-0.0381,0.0142,15033.12,2014-05-18 00:00:00
1,0.0031,-0.0395,-0.055,-0.0331,-0.0381,7071.3,2014-05-17 00:00:00
0,0.0044,0.0031,-0.0395,-0.055,-0.0331,7404.92,2014-05-16 00:00:00
0,-0.0028,0.0044,0.0031,-0.0395,-0.055,16046.89,2014-05-15 00:00:00
0,-0.0013,-0.0028,0.0044,0.0031,-0.0395,18093,2014-05-14 00:00:00
0,-0.0085,-0.0013,-0.0028,0.0044,0.0031,23045.84,2014-05-13 00:00:00
1,-0.0082,-0.0085,-0.0013,-0.0028,0.0044,18730.22,2014-05-12 00:00:00
1,0.0004,-0.0082,-0.0085,-0.0013,-0.0028,18365.38,2014-05-11 00:00:00
1,0.0108,0.0004,-0.0082,-0.0085,-0.0013,29100.06,2014-05-10 00:00:00
0,0.0149,0.0108,0.0004,-0.0082,-0.0085,16056.93,2014-05-09 00:00:00
0,-0.0097,0.0149,0.0108,0.0004,-0.0082,24857.05,2014-05-08 00:00:00
0,-0.008,-0.0097,0.0149,0.0108,0.0004,20926.44,2014-05-07 00:00:00
0,-0.0158,-0.008,-0.0097,0.0149,0.0108,44039.14,2014-05-06 00:00:00
1,-0.0156,-0.0158,-0.008,-0.0097,0.0149,30286.93,2014-05-05 00:00:00
1,0.0079,-0.0156,-0.0158,-0.008,-0.0097,24094.26,2014-05-04 00:00:00
1,0.0043,0.0079,-0.0156,-0.0158,-0.008,14098.84,2014-05-03 00:00:00
1,0.0137,0.0043,0.0079,-0.0156,-0.0158,23985.99,2014-05-02 00:00:00
1,0.0191,0.0137,0.0043,0.0079,-0.0156,24476.91,2014-05-01 00:00:00
0,0.0108,0.0191,0.0137,0.0043,0.0079,29204.36,2014-04-30 00:00:00
0,-0.0184,0.0108,0.0191,0.0137,0.0043,36214.45,2014-04-29 00:00:00
0,-0.0038,-0.0184,0.0108,0.0191,0.0137,38321.44,2014-04-28 00:00:00
1,-0.0175,-0.0038,-0.0184,0.0108,0.0191,53766.64,2014-04-27 00:00:00
1,0.0356,-0.0175,-0.0038,-0.0184,0.0108,27286.5,2014-04-26 00:00:00
1,0.0094,0.0356,-0.0175,-0.0038,-0.0184,30822.36,2014-04-25 00:00:00
1,0.0156,0.0094,0.0356,-0.0175,-0.0038,104073.09,2014-04-24 00:00:00
0,0.0582,0.0156,0.0094,0.0356,-0.0175,28154.79,2014-04-23 00:00:00
1,-0.0005,0.0582,0.0156,0.0094,0.0356,22519.3,2014-04-22 00:00:00
1,0.0095,-0.0005,0.0582,0.0156,0.0094,25669.05,2014-04-21 00:00:00
1,0.0116,0.0095,-0.0005,0.0582,0.0156,31710.36,2014-04-20 00:00:00
0,0.0032,0.0116,0.0095,-0.0005,0.0582,25110.79,2014-04-19 00:00:00
0,-0.0215,0.0032,0.0116,0.0095,-0.0005,40493.76,2014-04-18 00:00:00
1,-0.011,-0.0215,0.0032,0.0116,0.0095,41235.55,2014-04-17 00:00:00
1,0.0401,-0.011,-0.0215,0.0032,0.0116,72240.8,2014-04-16 00:00:00
0,0.0216,0.0401,-0.011,-0.0215,0.0032,108762.63,2014-04-15 00:00:00
0,-0.056,0.0216,0.0401,-0.011,-0.0215,98481.71,2014-04-14 00:00:00
0,-0.0851,-0.056,0.0216,0.0401,-0.011,112760.37,2014-04-13 00:00:00
1,-0.0664,-0.0851,-0.056,0.0216,0.0401,54985.51,2014-04-12 00:00:00
0,0.0231,-0.0664,-0.0851,-0.056,0.0216,46642.33,2014-04-11 00:00:00
1,-0.052,0.0231,-0.0664,-0.0851,-0.056,150768.07,2014-04-10 00:00:00
1,0.0126,-0.052,0.0231,-0.0664,-0.0851,155725.39,2014-04-09 00:00:00
1,0.1008,0.0126,-0.052,0.0231,-0.0664,31168.5,2014-04-08 00:00:00
1,0.0015,0.1008,0.0126,-0.052,0.0231,25225.59,2014-04-07 00:00:00
1,0.0097,0.0015,0.1008,0.0126,-0.052,36149.33,2014-04-06 00:00:00
0,0.0107,0.0097,0.0015,0.1008,0.0126,22581.11,2014-04-05 00:00:00
0,-0.018,0.0107,0.0097,0.0015,0.1008,30109.4,2014-04-04 00:00:00
0,-0.0198,-0.018,0.0107,0.0097,0.0015,52715.14,2014-04-03 00:00:00
1,-0.0215,-0.0198,-0.018,0.0107,0.0097,93538.55,2014-04-02 00:00:00
0,0.0767,-0.0215,-0.0198,-0.018,0.0107,115675.28,2014-04-01 00:00:00
0,-0.0087,0.0767,-0.0215,-0.0198,-0.018,76000.01,2014-03-31 00:00:00
1,-0.008,-0.0087,0.0767,-0.0215,-0.0198,63475.85,2014-03-30 00:00:00
1,0.0277,-0.008,-0.0087,0.0767,-0.0215,94461.57,2014-03-29 00:00:00
1,0.0579,0.0277,-0.008,-0.0087,0.0767,23754.85,2014-03-28 00:00:00
1,0.0078,0.0579,0.0277,-0.008,-0.0087,109778.25,2014-03-27 00:00:00
1,0.0802,0.0078,0.0579,0.0277,-0.008,135832.94,2014-03-26 00:00:00
0,0.0703,0.0802,0.0078,0.0579,0.0277,29522.77,2014-03-25 00:00:00
0,-0.0039,0.0703,0.0802,0.0078,0.0579,24850.01,2014-03-24 00:00:00
1,-0.0244,-0.0039,0.0703,0.0802,0.0078,40238.58,2014-03-23 00:00:00
0,0.0021,-0.0244,-0.0039,0.0703,0.0802,17257.37,2014-03-22 00:00:00
1,-0.0007,0.0021,-0.0244,-0.0039,0.0703,31376.32,2014-03-21 00:00:00
1,0.031,-0.0007,0.0021,-0.0244,-0.0039,68614.99,2014-03-20 00:00:00
1,0.0117,0.031,-0.0007,0.0021,-0.0244,36527.69,2014-03-19 00:00:00
1,0.0354,0.0117,0.031,-0.0007,0.0021,23667.24,2014-03-18 00:00:00
1,0.0061,0.0354,0.0117,0.031,-0.0007,39365.56,2014-03-17 00:00:00
1,0.0128,0.0061,0.0354,0.0117,0.031,23847.19,2014-03-16 00:00:00
1,0.0134,0.0128,0.0061,0.0354,0.0117,11438.09,2014-03-15 00:00:00
0,0.0075,0.0134,0.0128,0.0061,0.0354,9844.67,2014-03-14 00:00:00
1,-0.0103,0.0075,0.0134,0.0128,0.0061,24670.46,2014-03-13 00:00:00
0,0.0152,-0.0103,0.0075,0.0134,0.0128,24024.84,2014-03-12 00:00:00
0,-0.0087,0.0152,-0.0103,0.0075,0.0134,36733.62,2014-03-11 00:00:00
0,-0.0007,-0.0087,0.0152,-0.0103,0.0075,24937.56,2014-03-10 00:00:00
1,-0.0085,-0.0007,-0.0087,0.0152,-0.0103,39893.93,2014-03-09 00:00:00
0,0.0169,-0.0085,-0.0007,-0.0087,0.0152,31439.4,2014-03-08 00:00:00
1,-0.0301,0.0169,-0.0085,-0.0007,-0.0087,38345.91,2014-03-07 00:00:00
1,0.0187,-0.0301,0.0169,-0.0085,-0.0007,63045.16,2014-03-06 00:00:00
1,0.0466,0.0187,-0.0301,0.0169,-0.0085,33781.82,2014-03-05 00:00:00
1,0.0052,0.0466,0.0187,-0.0301,0.0169,46605.23,2014-03-04 00:00:00
0,0.0075,0.0052,0.0466,0.0187,-0.0301,107398.34,2014-03-03 00:00:00
0,-0.0094,0.0075,0.0052,0.0466,0.0187,172141.25,2014-03-02 00:00:00
1,-0.1573,-0.0094,0.0075,0.0052,0.0466,19433.04,2014-03-01 00:00:00
0,0.0177,-0.1573,-0.0094,0.0075,0.0052,41140.51,2014-02-28 00:00:00
1,-0.0251,0.0177,-0.1573,-0.0094,0.0075,64638.68,2014-02-27 00:00:00
1,0.0523,-0.0251,0.0177,-0.1573,-0.0094,55460.81,2014-02-26 00:00:00
0,0.0047,0.0523,-0.0251,0.0177,-0.1573,133328.37,2014-02-25 00:00:00
1,-0.0828,0.0047,0.0523,-0.0251,0.0177,282697.07,2014-02-24 00:00:00
1,0.0304,-0.0828,0.0047,0.0523,-0.0251,125816.54,2014-02-23 00:00:00
0,0.1084,0.0304,-0.0828,0.0047,0.0523,67927.38,2014-02-22 00:00:00
0,-0.0187,0.1084,0.0304,-0.0828,0.0047,65847.61,2014-02-21 00:00:00
0,-0.0458,-0.0187,0.1084,0.0304,-0.0828,104113.43,2014-02-20 00:00:00
1,-0.0165,-0.0458,-0.0187,0.1084,0.0304,103889.71,2014-02-19 00:00:00
1,0.1092,-0.0165,-0.0458,-0.0187,0.1084,27821.07,2014-02-18 00:00:00
1,0.0037,0.1092,-0.0165,-0.0458,-0.0187,39807.77,2014-02-17 00:00:00
0,0.0047,0.0037,0.1092,-0.0165,-0.0458,63756.78,2014-02-16 00:00:00
1,-0.0202,0.0047,0.0037,0.1092,-0.0165,80450.53,2014-02-15 00:00:00
1,0.0572,-0.0202,0.0047,0.0037,0.1092,52123.75,2014-02-14 00:00:00
0,0.0164,0.0572,-0.0202,0.0047,0.0037,191475.94,2014-02-13 00:00:00
1,-0.0724,0.0164,0.0572,-0.0202,0.0047,78990.07,2014-02-12 00:00:00
1,0.0708,-0.0724,0.0164,0.0572,-0.0202,55064.74,2014-02-11 00:00:00
1,0.0149,0.0708,-0.0724,0.0164,0.0572,126699.93,2014-02-10 00:00:00
1,0.0135,0.0149,0.0708,-0.0724,0.0164,197596.06,2014-02-09 00:00:00
0,0.0147,0.0135,0.0149,0.0708,-0.0724,70787.23,2014-02-08 00:00:00
1,-0.0128,0.0147,0.0135,0.0149,0.0708,70875.1,2014-02-07 00:00:00
1,0.066,-0.0128,0.0147,0.0135,0.0149,199999.1,2014-02-06 00:00:00
1,0.0818,0.066,-0.0128,0.0147,0.0135,77131.66,2014-02-05 00:00:00
1,0.0462,0.0818,0.066,-0.0128,0.0147,33796.35,2014-02-04 00:00:00
0,0.0125,0.0462,0.0818,0.066,-0.0128,26091.67,2014-02-03 00:00:00
1,-0.0057,0.0125,0.0462,0.0818,0.066,22293.04,2014-02-02 00:00:00
1,0.0024,-0.0057,0.0125,0.0462,0.0818,22290.9,2014-02-01 00:00:00
0,0.0111,0.0024,-0.0057,0.0125,0.0462,29876.81,2014-01-31 00:00:00
0,-0.0107,0.0111,0.0024,-0.0057,0.0125,25062.42,2014-01-30 00:00:00
1,-0.0232,-0.0107,0.0111,0.0024,-0.0057,82980.7,2014-01-29 00:00:00
0,0.0251,-0.0232,-0.0107,0.0111,0.0024,28083.53,2014-01-28 00:00:00
0,-0.0137,0.0251,-0.0232,-0.0107,0.0111,67988.44,2014-01-27 00:00:00
1,-0.0535,-0.0137,0.0251,-0.0232,-0.0107,76980.44,2014-01-26 00:00:00
0,0.0969,-0.0535,-0.0137,0.0251,-0.0232,114715.81,2014-01-25 00:00:00
0,-0.0346,0.0969,-0.0535,-0.0137,0.0251,97970.89,2014-01-24 00:00:00
1,-0.0402,-0.0346,0.0969,-0.0535,-0.0137,126159.35,2014-01-23 00:00:00
1,0.0395,-0.0402,-0.0346,0.0969,-0.0535,74123.1,2014-01-22 00:00:00
1,0.0121,0.0395,-0.0402,-0.0346,0.0969,76706.53,2014-01-21 00:00:00
1,0.0175,0.0121,0.0395,-0.0402,-0.0346,78555.08,2014-01-20 00:00:00
1,0.0067,0.0175,0.0121,0.0395,-0.0402,96355.75,2014-01-19 00:00:00
0,0.001,0.0067,0.0175,0.0121,0.0395,95454.13,2014-01-18 00:00:00
0,-0.0383,0.001,0.0067,0.0175,0.0121,84455.68,2014-01-17 00:00:00
1,-0.013,-0.0383,0.001,0.0067,0.0175,126486.63,2014-01-16 00:00:00
1,0.026,-0.013,-0.0383,0.001,0.0067,89931.49,2014-01-15 00:00:00
0,0.0318,0.026,-0.013,-0.0383,0.001,101263.16,2014-01-14 00:00:00
1,-0.0277,0.0318,0.026,-0.013,-0.0383,105791.81,2014-01-13 00:00:00
0,0.0067,-0.0277,0.0318,0.026,-0.013,152939.82,2014-01-12 00:00:00
1,-0.0233,0.0067,-0.0277,0.0318,0.026,138875.68,2014-01-11 00:00:00
1,0.0535,-0.0233,0.0067,-0.0277,0.0318,127707.57,2014-01-10 00:00:00
0,0.0494,0.0535,-0.0233,0.0067,-0.0277,143394.48,2014-01-09 00:00:00
0,-0.0758,0.0494,0.0535,-0.0233,0.0067,155829.17,2014-01-08 00:00:00
1,-0.0054,-0.0758,0.0494,0.0535,-0.0233,168175.37,2014-01-07 00:00:00
1,0.0188,-0.0054,-0.0758,0.0494,0.0535,272370.37,2014-01-06 00:00:00
1,0.0863,0.0188,-0.0054,-0.0758,0.0494,175045.77,2014-01-05 00:00:00
0,0.0617,0.0863,0.0188,-0.0054,-0.0758,233739.22,2014-01-04 00:00:00
0,-0.1283,0.0617,0.0863,0.0188,-0.0054,122610.19,2014-01-03 00:00:00
1,-0.0568,-0.1283,0.0617,0.0863,0.0188,102942.3,2014-01-02 00:00:00
0,0.0064,-0.0568,-0.1283,0.0617,0.0863,136296.83,2014-01-01 00:00:00
1,-0.0809,0.0064,-0.0568,-0.1283,0.0617,66488.37,2013-12-31 00:00:00
0,0.0124,-0.0809,0.0064,-0.0568,-0.1283,83741.44,2013-12-30 00:00:00
1,-0.0254,0.0124,-0.0809,0.0064,-0.0568,72487.99,2013-12-29 00:00:00
0,0.0046,-0.0254,0.0124,-0.0809,0.0064,78404.39,2013-12-28 00:00:00
1,-0.025,0.0046,-0.0254,0.0124,-0.0809,83583.11,2013-12-27 00:00:00
1,0.0211,-0.025,0.0046,-0.0254,0.0124,101936.64,2013-12-26 00:00:00
0,0.0206,0.0211,-0.025,0.0046,-0.0254,154467.79,2013-12-25 00:00:00
0,-0.0611,0.0206,0.0211,-0.025,0.0046,97668.68,2013-12-24 00:00:00
0,-0.0589,-0.0611,0.0206,0.0211,-0.025,83711.3,2013-12-23 00:00:00
0,-0.014,-0.0589,-0.0611,0.0206,0.0211,98600.05,2013-12-22 00:00:00
1,-0.0333,-0.014,-0.0589,-0.0611,0.0206,97952.41,2013-12-21 00:00:00
0,0.013,-0.0333,-0.014,-0.0589,-0.0611,136110.32,2013-12-20 00:00:00
1,-0.0348,0.013,-0.0333,-0.014,-0.0589,168126.1,2013-12-19 00:00:00
0,0.1006,-0.0348,0.013,-0.0333,-0.014,280595.3,2013-12-18 00:00:00
0,-0.1313,0.1006,-0.0348,0.013,-0.0333,489988.68,2013-12-17 00:00:00
1,-0.1818,-0.1313,0.1006,-0.0348,0.013,408387.89,2013-12-16 00:00:00
1,0.4209,-0.1818,-0.1313,0.1006,-0.0348,477042.12,2013-12-15 00:00:00
1,0.1914,0.4209,-0.1818,-0.1313,0.1006,195290.97,2013-12-14 00:00:00
1,0.0277,0.1914,0.4209,-0.1818,-0.1313,174097.04,2013-12-13 00:00:00
1,0.0642,0.0277,0.1914,0.4209,-0.1818,148603.65,2013-12-12 00:00:00
0,0.0382,0.0642,0.0277,0.1914,0.4209,203400.19,2013-12-11 00:00:00
1,-0.0453,0.0382,0.0642,0.0277,0.1914,257251.7,2013-12-10 00:00:00
0,0.069,-0.0453,0.0382,0.0642,0.0277,236699.37,2013-12-09 00:00:00
0,-0.0075,0.069,-0.0453,0.0382,0.0642,244416.7,2013-12-08 00:00:00
0,-0.0453,-0.0075,0.069,-0.0453,0.0382,332339.54,2013-12-07 00:00:00
0,-0.1109,-0.0453,-0.0075,0.069,-0.0453,381045.85,2013-12-06 00:00:00
1,-0.1384,-0.1109,-0.0453,-0.0075,0.069,586335.64,2013-12-05 00:00:00
0,0.4881,-0.1384,-0.1109,-0.0453,-0.0075,374707.45,2013-12-04 00:00:00
1,-0.0437,0.4881,-0.1384,-0.1109,-0.0453,286031.35,2013-12-03 00:00:00
0,0.1211,-0.0437,0.4881,-0.1384,-0.1109,188871.47,2013-12-02 00:00:00
0,-0.039,0.1211,-0.0437,0.4881,-0.1384,218740.92,2013-12-01 00:00:00
1,-0.0128,-0.039,0.1211,-0.0437,0.4881,347886.92,2013-11-30 00:00:00
1,0.0671,-0.0128,-0.039,0.1211,-0.0437,222819.48,2013-11-29 00:00:00
0,0.0722,0.0671,-0.0128,-0.039,0.1211,244511.58,2013-11-28 00:00:00
0,-0.0458,0.0722,0.0671,-0.0128,-0.039,388766.65,2013-11-27 00:00:00
0,-0.1038,-0.0458,0.0722,0.0671,-0.0128,334267.16,2013-11-26 00:00:00
0,-0.1024,-0.1038,-0.0458,0.0722,0.0671,253216.85,2013-11-25 00:00:00
0,-0.0669,-0.1024,-0.1038,-0.0458,0.0722,194118.5,2013-11-24 00:00:00
0,-0.0043,-0.0669,-0.1024,-0.1038,-0.0458,196807.09,2013-11-23 00:00:00
1,-0.0366,-0.0043,-0.0669,-0.1024,-0.1038,286323.62,2013-11-22 00:00:00
0,0.1027,-0.0366,-0.0043,-0.0669,-0.1024,278418.88,2013-11-21 00:00:00
0,-0.1547,0.1027,-0.0366,-0.0043,-0.0669,263518.8,2013-11-20 00:00:00
0,-0.1085,-0.1547,0.1027,-0.0366,-0.0043,338175.19,2013-11-19 00:00:00
1,-0.1602,-0.1085,-0.1547,0.1027,-0.0366,424613.24,2013-11-18 00:00:00
0,0.4225,-0.1602,-0.1085,-0.1547,0.1027,530094.23,2013-11-17 00:00:00
0,-0.2621,0.4225,-0.1602,-0.1085,-0.1547,373666.06,2013-11-16 00:00:00
0,-0.192,-0.2621,0.4225,-0.1602,-0.1085,216260.21,2013-11-15 00:00:00
0,-0.0853,-0.192,-0.2621,0.4225,-0.1602,230075.97,2013-11-14 00:00:00
0,-0.0281,-0.0853,-0.192,-0.2621,0.4225,177376.71,2013-11-13 00:00:00
0,-0.0056,-0.0281,-0.0853,-0.192,-0.2621,330865.35331123,2013-11-12 00:00:00
0,-0.1,-0.0056,-0.0281,-0.0853,-0.192,185415.96426228,2013-11-11 00:00:00
0,-0.0161,-0.1,-0.0056,-0.0281,-0.0853,193449.48385095,2013-11-10 00:00:00
0,-0.0997,-0.0161,-0.1,-0.0056,-0.0281,232020.46522229,2013-11-09 00:00:00
1,-0.0028,-0.0997,-0.0161,-0.1,-0.0056,364450.41698283,2013-11-08 00:00:00
0,0.1022,-0.0028,-0.0997,-0.0161,-0.1,318508.26082959,2013-11-07 00:00:00
0,-0.1507,0.1022,-0.0028,-0.0997,-0.0161,280491.58,2013-11-06 00:00:00
0,-0.0778,-0.1507,0.1022,-0.0028,-0.0997,221541.6993165,2013-11-05 00:00:00
0,-0.1185,-0.0778,-0.1507,0.1022,-0.0028,270576.05073679,2013-11-04 00:00:00
0,-0.0899,-0.1185,-0.0778,-0.1507,0.1022,178389.42127113,2013-11-03 00:00:00
0,-0.0731,-0.0899,-0.1185,-0.0778,-0.1507,98092.77,2013-11-02 00:00:00
1,-0.0454,-0.0731,-0.0899,-0.1185,-0.0778,37622.92,2013-11-01 00:00:00
0,0.0057,-0.0454,-0.0731,-0.0899,-0.1185,44929.39,2013-10-31 00:00:00
0,-0.0133,0.0057,-0.0454,-0.0731,-0.0899,58928.64,2013-10-30 00:00:00
1,-0.0096,-0.0133,0.0057,-0.0454,-0.0731,88756.65,2013-10-29 00:00:00
0,0.0057,-0.0096,-0.0133,0.0057,-0.0454,99855.79,2013-10-28 00:00:00
0,-0.0142,0.0057,-0.0096,-0.0133,0.0057,74024.99,2013-10-27 00:00:00
0,-0.0029,-0.0142,0.0057,-0.0096,-0.0133,2646.39,2013-10-26 00:00:00
0,-0.0272,-0.0029,-0.0142,0.0057,-0.0096,71028.09,2013-10-25 00:00:00
1,-0.093,-0.0272,-0.0029,-0.0142,0.0057,90114.22,2013-10-24 00:00:00
1,0.0159,-0.093,-0.0272,-0.0029,-0.0142,169645.77,2013-10-23 00:00:00
1,0.0847,0.0159,-0.093,-0.0272,-0.0029,301453.58,2013-10-22 00:00:00
0,0.0667,0.0847,0.0159,-0.093,-0.0272,152626.89,2013-10-21 00:00:00
0,-0.069,0.0667,0.0847,0.0159,-0.093,199535.42,2013-10-20 00:00:00
0,-0.0598,-0.069,0.0667,0.0847,0.0159,136655.75,2013-10-19 00:00:00
0,-0.0724,-0.0598,-0.069,0.0667,0.0847,56352.9,2013-10-18 00:00:00
0,-0.0097,-0.0724,-0.0598,-0.069,0.0667,208955.78,2013-10-17 00:00:00
0,-0.0787,-0.0097,-0.0724,-0.0598,-0.069,120123.31,2013-10-16 00:00:00
0,-0.0478,-0.0787,-0.0097,-0.0724,-0.0598,105528.94,2013-10-15 00:00:00
1,-0.0173,-0.0478,-0.0787,-0.0097,-0.0724,169994.35,2013-10-14 00:00:00
0,0.0022,-0.0173,-0.0478,-0.0787,-0.0097,78022.49,2013-10-13 00:00:00
0,-0.035,0.0022,-0.0173,-0.0478,-0.0787,120227.25,2013-10-12 00:00:00
0,-0.0233,-0.035,0.0022,-0.0173,-0.0478,62412.71,2013-10-11 00:00:00
0,-0.0227,-0.0233,-0.035,0.0022,-0.0173,43182.51,2013-10-10 00:00:00
0,-0.0226,-0.0227,-0.0233,-0.035,0.0022,43829.71,2013-10-09 00:00:00
1,-0.002,-0.0226,-0.0227,-0.0233,-0.035,63994.21,2013-10-08 00:00:00
0,0.0052,-0.002,-0.0226,-0.0227,-0.0233,75029.61,2013-10-07 00:00:00
1,-0.0345,0.0052,-0.002,-0.0226,-0.0227,42978.52,2013-10-06 00:00:00
0,0.0102,-0.0345,0.0052,-0.002,-0.0226,32276.98,2013-10-05 00:00:00
0,-0.0038,0.0102,-0.0345,0.0052,-0.002,20305.51,2013-10-04 00:00:00
1,-0.0004,-0.0038,0.0102,-0.0345,0.0052,20604.97,2013-10-03 00:00:00
0,0.0123,-0.0004,-0.0038,0.0102,-0.0345,60600.05,2013-10-02 00:00:00
1,-0.0624,0.0123,-0.0004,-0.0038,0.0102,297826,2013-10-01 00:00:00
1,0.0985,-0.0624,0.0123,-0.0004,-0.0038,37041.29,2013-09-30 00:00:00
0,0.0051,0.0985,-0.0624,0.0123,-0.0004,47682.91,2013-09-29 00:00:00
1,-0.0043,0.0051,0.0985,-0.0624,0.0123,38186.42,2013-09-28 00:00:00
0,0.0234,-0.0043,0.0051,0.0985,-0.0624,41449.68,2013-09-27 00:00:00
0,-0.0306,0.0234,-0.0043,0.0051,0.0985,49593.88,2013-09-26 00:00:00
0,-0.0119,-0.0306,0.0234,-0.0043,0.0051,55990,2013-09-25 00:00:00
0,-0.0196,-0.0119,-0.0306,0.0234,-0.0043,33495.51,2013-09-24 00:00:00
0,-0.0034,-0.0196,-0.0119,-0.0306,0.0234,44713.63,2013-09-23 00:00:00
1,-0.0116,-0.0034,-0.0196,-0.0119,-0.0306,29193.72,2013-09-22 00:00:00
0,0.0097,-0.0116,-0.0034,-0.0196,-0.0119,20678.13,2013-09-21 00:00:00
1,-0.0004,0.0097,-0.0116,-0.0034,-0.0196,19360.95,2013-09-20 00:00:00
1,0.0029,-0.0004,0.0097,-0.0116,-0.0034,34601.67,2013-09-19 00:00:00
1,0.012,0.0029,-0.0004,0.0097,-0.0116,65008.27,2013-09-18 00:00:00
1,0.0104,0.012,0.0029,-0.0004,0.0097,40799.42,2013-09-17 00:00:00
0,0.0114,0.0104,0.012,0.0029,-0.0004,27742.28,2013-09-16 00:00:00
0,-0.0096,0.0114,0.0104,0.012,0.0029,39387.05,2013-09-15 00:00:00
0,-0.0054,-0.0096,0.0114,0.0104,0.012,40916.8,2013-09-14 00:00:00
0,-0.0111,-0.0054,-0.0096,0.0114,0.0104,29867.28,2013-09-13 00:00:00
1,-0.0045,-0.0111,-0.0054,-0.0096,0.0114,33973.62,2013-09-12 00:00:00
0,0.0458,-0.0045,-0.0111,-0.0054,-0.0096,59243.12,2013-09-11 00:00:00
0,-0.0071,0.0458,-0.0045,-0.0111,-0.0054,76112.15,2013-09-10 00:00:00
0,-0.0247,-0.0071,0.0458,-0.0045,-0.0111,78048,2013-09-09 00:00:00
1,-0.0296,-0.0247,-0.0071,0.0458,-0.0045,46292.81,2013-09-08 00:00:00
0,0.004,-0.0296,-0.0247,-0.0071,0.0458,83696.68,2013-09-07 00:00:00
1,-0.0481,0.004,-0.0296,-0.0247,-0.0071,27240.87,2013-09-06 00:00:00
0,0.0244,-0.0481,0.004,-0.0296,-0.0247,54013.52,2013-09-05 00:00:00
1,-0.0273,0.0244,-0.0481,0.004,-0.0296,70738.94,2013-09-04 00:00:00
1,0.0681,-0.0273,0.0244,-0.0481,0.004,132219.64,2013-09-03 00:00:00
1,0.0417,0.0681,-0.0273,0.0244,-0.0481,37462.61,2013-09-02 00:00:00
1,0.0261,0.0417,0.0681,-0.0273,0.0244,22802.17,2013-09-01 00:00:00
0,0.0084,0.0261,0.0417,0.0681,-0.0273,24668.12,2013-08-31 00:00:00
0,-0.0092,0.0084,0.0261,0.0417,0.0681,55761.55,2013-08-30 00:00:00
0,-0.0354,-0.0092,0.0084,0.0261,0.0417,67461.78,2013-08-29 00:00:00
1,-0.0688,-0.0354,-0.0092,0.0084,0.0261,18865.07,2013-08-28 00:00:00
1,0.0073,-0.0688,-0.0354,-0.0092,0.0084,24815.3,2013-08-27 00:00:00
